id,name,role,region,project_id,skill_level
W_1776,Worker_1776,engineer,me,P_040,3
W_1777,Worker_1777,safety,me,P_037,4
W_1778,Worker_1778,safety,me,P_040,2
W_1779,Worker_1779,installer,me,P_040,4
W_1780,Worker_1780,engineer,me,P_039,4
W_1781,Worker_1781,electrician,me,P_040,1
W_1782,Worker_1782,engineer,me,P_047,1
W_1783,Worker_1783,safety,me,P_044,3
W_1784,Worker_1784,installer,me,P_044,2
W_1785,Worker_1785,installer,me,P_037,3
W_1786,Worker_1786,supervisor,me,P_041,3
W_1787,Worker_1787,electrician,me,P_039,4
W_1788,Worker_1788,supervisor,me,P_038,2
W_1789,Worker_1789,supervisor,me,P_036,4
W_1790,Worker_1790,electrician,me,P_039,2
W_1791,Worker_1791,installer,me,P_044,5
W_1792,Worker_1792,safety,me,P_045,4
W_1793,Worker_1793,engineer,me,P_044,2
W_1794,Worker_1794,installer,me,P_039,2
W_1795,Worker_1795,installer,me,P_046,2
W_1796,Worker_1796,supervisor,me,P_046,2
W_1797,Worker_1797,installer,me,P_047,4
W_1798,Worker_1798,electrician,me,P_041,1
W_1799,Worker_1799,supervisor,me,P_036,1
W_1800,Worker_1800,engineer,me,P_036,4
W_1801,Worker_1801,safety,me,P_037,2
W_1802,Worker_1802,electrician,me,P_037,3
W_1803,Worker_1803,electrician,me,P_037,4
W_1804,Worker_1804,installer,me,P_045,4
W_1805,Worker_1805,electrician,me,P_039,4
W_1806,Worker_1806,engineer,me,P_036,4
W_1807,Worker_1807,supervisor,me,P_041,3
W_1808,Worker_1808,installer,me,P_046,3
W_1809,Worker_1809,electrician,me,P_041,3
W_1810,Worker_1810,supervisor,me,P_045,2
W_1811,Worker_1811,safety,me,P_040,2
W_1812,Worker_1812,electrician,me,P_045,4
W_1813,Worker_1813,safety,me,P_042,2
W_1814,Worker_1814,safety,me,P_040,2
W_1815,Worker_1815,engineer,me,P_036,4
W_1816,Worker_1816,supervisor,me,P_047,2
W_1817,Worker_1817,safety,me,P_044,3
W_1818,Worker_1818,supervisor,me,P_047,1
W_1819,Worker_1819,safety,me,P_044,5
W_1820,Worker_1820,safety,me,P_045,4
W_1821,Worker_1821,safety,me,P_042,2
W_1822,Worker_1822,engineer,me,P_046,3
W_1823,Worker_1823,safety,me,P_036,2
W_1824,Worker_1824,safety,me,P_039,2
W_1825,Worker_1825,installer,me,P_038,3
W_1826,Worker_1826,installer,me,P_045,4
W_1827,Worker_1827,electrician,me,P_045,4
W_1828,Worker_1828,installer,me,P_039,3
W_1829,Worker_1829,engineer,me,P_037,3
W_1830,Worker_1830,electrician,me,P_036,4
W_1831,Worker_1831,electrician,me,P_047,2
W_1832,Worker_1832,installer,me,P_042,3
W_1833,Worker_1833,supervisor,me,P_044,3
W_1834,Worker_1834,safety,me,P_046,3
W_1835,Worker_1835,electrician,me,P_047,3
W_1836,Worker_1836,engineer,me,P_039,1
W_1837,Worker_1837,safety,me,P_043,2
W_1838,Worker_1838,safety,me,P_040,3
W_1839,Worker_1839,electrician,me,P_041,3
W_1840,Worker_1840,installer,me,P_044,2
W_1841,Worker_1841,installer,me,P_039,3
W_1842,Worker_1842,engineer,me,P_041,2
W_1843,Worker_1843,installer,me,P_044,4
W_1844,Worker_1844,supervisor,me,P_045,2
W_1845,Worker_1845,installer,me,P_040,2
W_1846,Worker_1846,engineer,me,P_041,3
W_1847,Worker_1847,supervisor,me,P_038,3
W_1848,Worker_1848,engineer,me,P_045,3
